Nucleus,Elevel(keV),Jpi,T1/2
34CL,8693.2 15,1+,0.50 keV 5
34CL,8697.1 15,2+,1.50 keV 15
34CL,8706.3 15,1+,0.80 keV 8
34CL,8714.6 15,3+,4.0 keV 8
34CL,8761.3 15,3+,1.60 keV 16
34CL,8779.3 15,3+,0.80 keV 8
35CL,0,3/2+,STABLE
35CL,1219.29 11,1/2+,126 fs 14
35CL,1763.04 7,5/2+,0.39 ps 4
35CL,2645.74 8,7/2+,159 fs 21
35CL,2693.75 8,3/2+,33 fs 6
35CL,3002.30 13,5/2+,21 fs 4
35CL,3918.49 17,3/2+,4.9 fs 14
35CL,3943.82 25,9/2+,205 fs 35
35CL,3967.50 23,1/2+,10 fs 3
35CL,3979.0 3,"(3/2+,5/2+)",14 fs 3
35CL,3979.0 3,"(3/2+,5/2+)",14 fs 3
35CL,4111.98 24,7/2+,49 fs 11
35CL,4624.35 23,"(3/2,5/2+)",40 fs 17
35CL,4839.08 20,"(1/2+,3/2)",10 fs 3
35CL,5157 11,"3/2+,5/2+",
35CL,5157 11,"3/2+,5/2+",
35CL,5215.79 18,"(3/2+,5/2)",< 5 fs
35CL,5586.0 3,5/2+,
35CL,5599.69 23,"3/2+,5/2+",2.1 fs 7
35CL,5599.69 23,"3/2+,5/2+",2.1 fs 7
35CL,5645.0 3,"(5/2,7/2,9/2+)",2.8 fs 7
35CL,5654.48 22,3/2+,14 fs 3
35CL,5723.6 4,5/2+,
35CL,5758.0 4,"(1/2+,3/2)",
35CL,5805.5 4,"(1/2+,3/2,5/2)",3.5 fs 7
35CL,6106.2 4,"(3/2,5/2+)",8.3 fs 21
35CL,6139 4,5/2+,
35CL,6200 10,(7/2:17/2)+,
35CL,6200 10,(7/2:17/2)+,
35CL,6200 10,(7/2:17/2)+,
35CL,6200 10,(7/2:17/2)+,
35CL,6200 10,(7/2:17/2)+,
35CL,6200 10,(7/2:17/2)+,
35CL,6492.0 6,"(1/2,3/2,5/2+)",
35CL,6746 12,"3/2+,5/2+",
35CL,6746 12,"3/2+,5/2+",
35CL,6947 4,5/2+,
35CL,7066.2 3,5/2+,
35CL,7170 10,(7/2:17/2)+,
35CL,7170 10,(7/2:17/2)+,
35CL,7170 10,(7/2:17/2)+,
35CL,7170 10,(7/2:17/2)+,
35CL,7170 10,(7/2:17/2)+,
35CL,7170 10,(7/2:17/2)+,
35CL,7178.6 3,1/2+,
35CL,7185.0 3,5/2+,
35CL,7234.0 3,5/2+,
35CL,7600.8 3,5/2+,< 14 fs
35CL,7656.5 4,"(1/2,3/2,5/2+)",
35CL,7670 10,(7/2:17/2)+,
35CL,7670 10,(7/2:17/2)+,
35CL,7670 10,(7/2:17/2)+,
35CL,7670 10,(7/2:17/2)+,
35CL,7670 10,(7/2:17/2)+,
35CL,7670 10,(7/2:17/2)+,
35CL,7706.4 3,5/2+,
35CL,7750 10,(7/2:17/2)+,
35CL,7750 10,(7/2:17/2)+,
35CL,7750 10,(7/2:17/2)+,
35CL,7750 10,(7/2:17/2)+,
35CL,7750 10,(7/2:17/2)+,
35CL,7750 10,(7/2:17/2)+,
35CL,7777.0 3,5/2+,
35CL,7868.6 5,"(3/2,5/2+)",
35CL,7873.2 4,13/2+,
35CL,7880.6 3,"3/2+,5/2+",0.008 keV 4
35CL,7880.6 3,"3/2+,5/2+",0.008 keV 4
35CL,7923.3 3,"(3/2+,5/2+)",
35CL,7923.3 3,"(3/2+,5/2+)",
35CL,8000.4 3,7/2+,
35CL,8004.5 3,5/2+,0.011 keV 5
35CL,8010 10,(7/2:17/2)+,
35CL,8010 10,(7/2:17/2)+,
35CL,8010 10,(7/2:17/2)+,
35CL,8010 10,(7/2:17/2)+,
35CL,8010 10,(7/2:17/2)+,
35CL,8010 10,(7/2:17/2)+,
35CL,8038.5 3,1/2+,0.30 keV 2
35CL,8100 10,(7/2:17/2)+,
35CL,8100 10,(7/2:17/2)+,
35CL,8100 10,(7/2:17/2)+,
35CL,8100 10,(7/2:17/2)+,
35CL,8100 10,(7/2:17/2)+,
35CL,8100 10,(7/2:17/2)+,
35CL,8113.3 3,"(3/2,5/2+)",
35CL,8156.8 3,"(5/2+,7/2-)",
35CL,8179.4 5,"(3/2-,5/2,7/2+)",
35CL,8209.1 4,5/2+,0.033 keV 10
35CL,8210.6 5,1/2+,0.094 keV 15
35CL,8216.3 4,5/2+,0.014 keV 3
35CL,8269.6 4,5/2+,0.005 keV 3
35CL,8277.2 3,5/2+,0.006 keV 3
35CL,8381.4 4,5/2+,0.023 keV 7
35CL,8405.0 5,"(3/2+,5/2,7/2+)",0.001 keV 1
35CL,8405.0 5,"(3/2+,5/2,7/2+)",0.001 keV 1
35CL,8417.1 4,1/2+,0.026 keV 7
35CL,8434.7 5,(3/2)+,0.090 keV 15
35CL,8464.3 3,"(3/2,5/2+)",
35CL,8485.3 4,3/2+,0.012 keV 5
35CL,8572.6 3,(5/2)+,0.08 keV 1
35CL,8581.2 4,1/2+,0.75 keV 8
35CL,8591.8 4,5/2+,0.003 keV 2
35CL,8612.0 6,"(3/2+,5/2+)",
35CL,8612.0 6,"(3/2+,5/2+)",
35CL,8614.7 4,5/2+,0.175 keV 20
35CL,8619.1 4,"(3/2+,5/2+)",0.002 keV 1
35CL,8619.1 4,"(3/2+,5/2+)",0.002 keV 1
35CL,8642.7 4,"(3/2+,5/2+)",0.003 keV 2
35CL,8642.7 4,"(3/2+,5/2+)",0.003 keV 2
35CL,8688.8 5,1/2+,0.20 keV 2
35CL,8700 10,(7/2:17/2)+,
35CL,8700 10,(7/2:17/2)+,
35CL,8700 10,(7/2:17/2)+,
35CL,8700 10,(7/2:17/2)+,
35CL,8700 10,(7/2:17/2)+,
35CL,8700 10,(7/2:17/2)+,
35CL,8788.7 6,15/2+,< 0.28 ps
35CL,8798.7 5,"(1/2+,3/2,5/2+)",0.001 keV 1
35CL,8798.7 5,"(1/2+,3/2,5/2+)",0.001 keV 1
35CL,8824.5 5,1/2+,1.70 keV 17
35CL,8829.8 5,1/2+,0.080 keV 15
35CL,8844.6 4,17/2+,5.9 ps 11
35CL,8856.8 4,5/2+,0.010 keV 5
35CL,8869.2 5,"3/2+,5/2+",0.027 keV 10
35CL,8869.2 5,"3/2+,5/2+",0.027 keV 10
35CL,8893.2 4,"(5/2,7/2)+",
35CL,8893.2 4,"(5/2,7/2)+",
35CL,8904.8 4,"(1/2,3/2,5/2+)",
35CL,8907.4 4,5/2+,0.002 keV 1
35CL,8919.8 5,5/2+,
35CL,8955.0 7,3/2+,0.075 keV 15
35CL,8984.5 3,"3/2+,5/2+",0.025 keV 10
35CL,8984.5 3,"3/2+,5/2+",0.025 keV 10
35CL,9030.6 7,(5/2)+,0.04 keV 1
35CL,9050.1 5,(5/2)+,0.095 keV 15
35CL,9081.4 3,5/2+,0.057 keV 10
35CL,9150 10,(7/2:17/2)+,
35CL,9150 10,(7/2:17/2)+,
35CL,9150 10,(7/2:17/2)+,
35CL,9150 10,(7/2:17/2)+,
35CL,9150 10,(7/2:17/2)+,
35CL,9150 10,(7/2:17/2)+,
35CL,9157.1 4,5/2+,
35CL,9207 4,9/2+,
35CL,9222 4,5/2+,
35CL,9241 4,7/2+,
35CL,9325 4,5/2+,
35CL,9335 4,7/2+,
35CL,9450 10,(7/2:17/2)+,
35CL,9450 10,(7/2:17/2)+,
35CL,9450 10,(7/2:17/2)+,
35CL,9450 10,(7/2:17/2)+,
35CL,9450 10,(7/2:17/2)+,
35CL,9450 10,(7/2:17/2)+,
35CL,9514 20,"(1/2-,5/2+)",
35CL,9814 3,5/2+,
35CL,10031 5,"(1/2+,3/2-)",
35CL,10089 5,5/2+,
35CL,10319 5,5/2+,
35CL,10397 5,3/2+,
35CL,10431 5,5/2+,
35CL,10464 5,5/2+,
35CL,10485 5,5/2+,
35CL,10536 5,1/2+,
35CL,10585 5,3/2+,
35CL,10642 5,5/2+,
35CL,10677 5,3/2+,
35CL,10734 5,3/2+,
35CL,10761 5,"(3/2+,7/2-)",
35CL,10801 5,5/2+,
35CL,10859.0 8,19/2+,< 0.28 ps
35CL,10910 5,"(3/2+,5/2-)",
35CL,10963 5,5/2+,
35CL,10998 5,"(3/2+,7/2-)",
35CL,11034 5,3/2+,
35CL,11063 5,"(1/2+,9/2+)",
35CL,11063 5,"(1/2+,9/2+)",
35CL,11083 5,"(5/2+,9/2+)",
35CL,11083 5,"(5/2+,9/2+)",
35CL,11142 5,5/2+,
35CL,11178 5,"(3/2-,5/2+)",
35CL,11313 5,"(1/2-,5/2+)",
35CL,11328 5,"(1/2-,5/2+)",
35CL,11459.0 6,21/2+,
35CL,11550 5,"(3/2-,5/2+)",
35CL,11607 5,"(5/2+,7/2-)",
35CL,11629 5,"(1/2+,5/2+)",
35CL,11629 5,"(1/2+,5/2+)",
35CL,11684 5,"(1/2+,5/2+)",
35CL,11684 5,"(1/2+,5/2+)",
36CL,0,2+,3.013�10+5 y 15
36CL,788.4328 4,3+,14.7 ps 10
36CL,1164.8799 9,1+,6.9 ps 4
36CL,1601.1034 14,1+,0.64 ps 4
36CL,1959.3940 13,2+,43.6 fs 14
36CL,2492.3035 22,2+,40 fs 9
36CL,2676.440 7,"1+,(2+)",21 fs 3
36CL,2676.440 7,"1+,(2+)",21 fs 3
36CL,2863.9305 22,(3)+,14.6 fs 7
36CL,3.12E3 10,0+,
36CL,3470.016 9,"1+,(2)+",< 24 fs
36CL,3470.016 9,"1+,(2)+",< 24 fs
36CL,3566 4,+,
36CL,3941.324 16,"(1+,2,3+,4+)",
36CL,3941.324 16,"(1+,2,3+,4+)",
36CL,3941.324 16,"(1+,2,3+,4+)",
36CL,4205.648 24,(0:3)+,
36CL,4205.648 24,(0:3)+,
36CL,4205.648 24,(0:3)+,
36CL,4205.648 24,(0:3)+,
36CL,4299.667 14,(0)+,
36CL,4410.064 12,"(1+,2,3+)",
36CL,4410.064 12,"(1+,2,3+)",
36CL,4551.43 4,(0:3)+,
36CL,4551.43 4,(0:3)+,
36CL,4551.43 4,(0:3)+,
36CL,4551.43 4,(0:3)+,
36CL,4884.0 7,"(1,2,3)+",
36CL,4884.0 7,"(1,2,3)+",
36CL,4884.0 7,"(1,2,3)+",
36CL,4997.195 21,(3)+,
36CL,5246.587 16,"(1+,2+,3+)",
36CL,5246.587 16,"(1+,2+,3+)",
36CL,5246.587 16,"(1+,2+,3+)",
36CL,5313.55 13,7+,19.7 ps 15
36CL,5329.160 21,"(2-,3+)",
36CL,5604.295 12,"(2,3+)",
36CL,5605 5,+,
36CL,5956.677 11,(0:4)+,
36CL,5956.677 11,(0:4)+,
36CL,5956.677 11,(0:4)+,
36CL,5956.677 11,(0:4)+,
36CL,5956.677 11,(0:4)+,
36CL,5959.5 25,"(1+,2,3+)",
36CL,5959.5 25,"(1+,2,3+)",
36CL,6089.872 16,"(1+,2)",
36CL,6095.6 10,+,
36CL,6146.6 10,+,
36CL,6184.96 4,+,
36CL,6268.184 9,"(2-,3+)",
36CL,6354.882 19,"(2,3)+",
36CL,6354.882 19,"(2,3)+",
36CL,6379.480 10,(4)+,
36CL,6487.82 15,"(1+,2,3,4-)",
36CL,6538.202 14,"(2,3+)",
36CL,6544.966 8,"(1,2,3)+",
36CL,6544.966 8,"(1,2,3)+",
36CL,6544.966 8,"(1,2,3)+",
36CL,6618 5,+,
36CL,6642.649 12,"(1-,2+)",
36CL,6750 6,+,
36CL,6773.22 4,+,
36CL,6774 6,+,
36CL,6826 6,+,
36CL,6894 6,+,
36CL,7085.0 10,+,
36CL,7512 6,+,
36CL,7559.167 24,"(1,2,3)+",
36CL,7559.167 24,"(1,2,3)+",
36CL,7559.167 24,"(1,2,3)+",
36CL,7564.7 6,"(0+,1,2,3+)",
36CL,7564.7 6,"(0+,1,2,3+)",
36CL,7663 6,+,
36CL,7870 6,+,
36CL,8184 6,(+),
36CL,8579.795 5,2+,
36CL,8594.18 1,2+,
36CL,8605.66 1,2+,
36CL,8633.18 1,1+,
36CL,8646.11 1,1+,
36CL,8653.17 1,(2+),
36CL,8691.66 2,(1+),
36CL,8706.57 2,(2+),
36CL,8757.19 4,1+,
36CL,8788.68 2,2+,
36CL,8812.81 2,(1+),
36CL,8815.59 2,2+,
36CL,8856.47 3,(2+),
36CL,8884.74 3,2+,
36CL,8901.58 9,(2+),
36CL,8905.52 16,(1+),
36CL,8909.27 3,2+,
36CL,8949.39 6,(2)+,
36CL,8955.38 4,2+,
36CL,8967.75 6,(1)+,
36CL,8983.81 21,(1+),
36CL,9017.79 10,(1+),
36CL,9026.27 17,(2+),
36CL,9054.72 8,(2+),
36CL,9065.6 3,(1+),
36CL,9079.77 11,2+,
36CL,9092.93 8,(2)+,
36CL,9106.81 8,(1+),
36CL,9123.15 13,(2)+,
36CL,9154.04 13,(2)+,
36CL,9184.04 14,(2+),
36CL,9193.14 11,2+,
36CL,9202.63 7,2+,
36CL,9215.66 12,(1+),
36CL,9219.16 25,(2+),
36CL,9226.43 25,(1+),
36CL,9233.30 16,(1+),
36CL,9238.8 3,(1+),
36CL,9241.76 12,(2)+,
36CL,9250.71 10,(2)+,
36CL,9255.25 8,(1)+,
36CL,9284.6 3,(1+),
36CL,9313.32 19,(1)+,
36CL,9337.89 21,(2)+,
36CL,9339.34 23,(1+),
36CL,9381.61 13,2+,
36CL,9388.1 5,(1+),
36CL,9416.61 17,2+,
36CL,9438.01 15,(1)+,
36CL,9603.7 4,2+,
36CL,9657.9 4,(1+),
36CL,9685.8 3,(2+),
36CL,9751.7,(1+),
36CL,9802.2,(2+),
36CL,10099.1,(2+),
37CL,0,3/2+,STABLE
37CL,1726.58 4,1/2+,0.13 ps 2
37CL,3086.12 7,5/2+,37 fs 8
37CL,3626.82 6,3/2+,31 fs 14
37CL,3707.79 9,3/2+,44 fs 14
37CL,4016.27 9,3/2+,0.11 ps 4
37CL,4262 12,5/2+,
37CL,4801.21 11,5/2+,< 7 fs
37CL,4903.91 15,7/2+,24 fs 10
37CL,5009.3 8,(1/2:7/2+),5 fs 3
37CL,5009.3 8,(1/2:7/2+),5 fs 3
37CL,5009.3 8,(1/2:7/2+),5 fs 3
37CL,5009.3 8,(1/2:7/2+),5 fs 3
37CL,5055.2 5,(1/2:5/2+),
37CL,5055.2 5,(1/2:5/2+),
37CL,5055.2 5,(1/2:5/2+),
37CL,5059.1 7,(3/2-:7/2+),
37CL,5228.7 7,(1/2:7/2+),< 7 fs
37CL,5228.7 7,(1/2:7/2+),< 7 fs
37CL,5228.7 7,(1/2:7/2+),< 7 fs
37CL,5228.7 7,(1/2:7/2+),< 7 fs
37CL,5283 3,(1/2:5/2+),
37CL,5283 3,(1/2:5/2+),
37CL,5283 3,(1/2:5/2+),
37CL,5307.4 5,(1/2+:5/2+),
37CL,5307.4 5,(1/2+:5/2+),
37CL,5317.1 7,(3/2:7/2+),
37CL,5317.1 7,(3/2:7/2+),
37CL,5317.1 7,(3/2:7/2+),
37CL,5372.5 6,(1/2-:5/2+),
37CL,5490.68 11,5/2+,15 fs 6
37CL,5595.05 10,9/2+,
37CL,5645.3 3,"3/2+,5/2+",< 8 fs
37CL,5645.3 3,"3/2+,5/2+",< 8 fs
37CL,5909.3 6,(3/2-:9/2+),
37CL,5978 2,5/2+,
37CL,5985.9 8,(1/2+:5/2),
37CL,6046.17 8,11/2+,> 1.4 ps
37CL,6358 3,(1/2+:7/2+),
37CL,6358 3,(1/2+:7/2+),
37CL,6372 2,5/2+,
37CL,6415 2,(1/2:5/2+),
37CL,6415 2,(1/2:5/2+),
37CL,6415 2,(1/2:5/2+),
37CL,6668.9 8,"3/2+,5/2+",
37CL,6668.9 8,"3/2+,5/2+",
37CL,6701.8 4,5/2+,< 3.5 fs
37CL,6799.55 9,13/2+,0.41 ps 7
37CL,7020.49 9,15/2+,2.1 ps 10
37CL,7079.4 12,5/2+,
37CL,7224.4 5,"(5/2,3/2+)",< 7 fs
37CL,7269.2 4,13/2+,
37CL,7300 2,5/2+,
37CL,7561.47 18,13/2+,
37CL,7857.88 15,15/2+,0.85 ps 15
37CL,8177.5 14,5/2+,
37CL,8530.10 13,15/2+,
37CL,8702.18 20,17/2+,
37CL,8812.18 18,17/2+,0.38 ps 11
37CL,9027.15 28,"(3/2,5/2+)",
37CL,9100.39 28,"(1/2,3/2,5/2+)",
37CL,9112.26 28,"(1/2,3/2,5/2+)",
37CL,9169.4 7,17/2+,
37CL,9187.55 28,"(1/2+,3/2,5/2+)",
37CL,9187.55 28,"(1/2+,3/2,5/2+)",
37CL,9203.31 28,"3/2+,5/2+",
37CL,9203.31 28,"3/2+,5/2+",
37CL,9208.76 28,"3/2+,5/2+",
37CL,9208.76 28,"3/2+,5/2+",
37CL,9234.63 28,"(1/2+,3/2,5/2+)",
37CL,9234.63 28,"(1/2+,3/2,5/2+)",
37CL,9260.51 28,5/2+,
37CL,9293.58 28,"(3/2-,5/2,7/2+)",
37CL,9297.57 28,"(3/2-,5/2+)",
37CL,9309.83 28,"(1/2+,3/2,5/2+)",
37CL,9309.83 28,"(1/2+,3/2,5/2+)",
37CL,9326.95 28,"(1/2+,3/2,5/2+)",
37CL,9326.95 28,"(1/2+,3/2,5/2+)",
37CL,9355.45 28,"(3/2-,5/2,7/2+)",
37CL,9377.63 28,(1/2:5/2+),
37CL,9377.63 28,(1/2:5/2+),
37CL,9377.63 28,(1/2:5/2+),
37CL,9393.38 28,"(1/2+,3/2,5/2+)",
37CL,9393.38 28,"(1/2+,3/2,5/2+)",
37CL,9448.25 28,"(1/2+,3/2,5/2+)",
37CL,9448.25 28,"(1/2+,3/2,5/2+)",
37CL,9452.53 28,"(1/2+,3/2,5/2+)",
37CL,9452.53 28,"(1/2+,3/2,5/2+)",
37CL,9473.54 28,"(1/2,3/2,5/2+)",
37CL,9494.65 28,"(3/2,5/2+)",
37CL,9500.09 28,5/2+,
37CL,9501.16 28,"(3/2-,5/2,7/2+)",
37CL,9518.09 28,"(1/2,3/2,5/2+)",
37CL,9546.69 28,"(5/2,7/2+)",0.41 eV 7
37CL,9795.3 5,19/2+,
37CL,10103.0 4,17/2+,
37CL,10174.9 4,(1/2:5/2+),
37CL,10174.9 4,(1/2:5/2+),
37CL,10174.9 4,(1/2:5/2+),
37CL,10184.5 4,"(1/2+,3/2,5/2+)",
37CL,10184.5 4,"(1/2+,3/2,5/2+)",
37CL,10190.9 4,"(3/2,5/2+)",
37CL,10220.6 4,"(3/2-,5/2+)",
37CL,10225.8 4,"(3/2-,5/2,7/2+)",
37CL,10227.6 4,"(3/2-,5/2+)",
37CL,10233.6 4,"(1/2+,3/2,5/2+)",
37CL,10233.6 4,"(1/2+,3/2,5/2+)",
37CL,10258.2 4,"(3/2-,5/2,7/2+)",
37CL,10262.7 4,"(3/2-,5/2,7/2+)",
37CL,10285.8 4,"(1/2+,3/2,5/2+)",
37CL,10285.8 4,"(1/2+,3/2,5/2+)",
37CL,10296.9 4,"(5/2-,7/2+)",
37CL,10305.2 4,"(1/2,3/2,5/2+)",
37CL,10312.3 4,"3/2+,5/2+",
37CL,10312.3 4,"3/2+,5/2+",
37CL,10314.5 4,"(1/2+,3/2,5/2+)",
37CL,10314.5 4,"(1/2+,3/2,5/2+)",
37CL,10571.3 5,19/2+,
37CL,11432.6 5,21/2+,
37CL,11974.1 14,(21/2+),
37CL,13843.1 9,(25/2+),
37CL,17008.9 13,(29/2+),
38CL,1820,(1+),
38CL,1941.998 14,1+,
38CL,2452.5 16,(0:4)+,
38CL,2452.5 16,(0:4)+,
38CL,2452.5 16,(0:4)+,
38CL,2452.5 16,(0:4)+,
38CL,2452.5 16,(0:4)+,
38CL,2751.09 7,1+,
38CL,2952.6 16,"(1+,2+)",
38CL,2952.6 16,"(1+,2+)",
38CL,3349.3 3,(7+),
38CL,5098 15,(0:4)(+),
38CL,5098 15,(0:4)(+),
38CL,5098 15,(0:4)(+),
38CL,5098 15,(0:4)(+),
38CL,5098 15,(0:4)(+),
38CL,5498 15,(0:4)(+),
38CL,5498 15,(0:4)(+),
38CL,5498 15,(0:4)(+),
38CL,5498 15,(0:4)(+),
38CL,5498 15,(0:4)(+),
38CL,6115.96 8,2+,
38CL,6132.74 8,1+,
38CL,6153.15 9,2+,
38CL,6198.57 11,(2+),
38CL,8216 25,0+,
39CL,0,3/2+,56.2 m 6
39CL,396.42 7,1/2+,> 1.4 ps
39CL,1301.21 15,(5/2+),> 2.1 ps
39CL,1722.5 4,5/2+,0.30 ps 6
39CL,1744.93 13,(7/2+),0.90 ps 28
39CL,2060.2 9,5/2+,< 35 fs
39CL,2237.5 7,1/2+,55 fs 28
39CL,2423.7 3,(9/2+),> 1.2 ps
39CL,2489.4 4,5/2+,70 fs 35
39CL,2834.3 3,(11/2+),> 1.2 ps
39CL,3171 10,"5/2+,1/2+",
39CL,3171 10,"5/2+,1/2+",
39CL,3475 44,5/2+,
39CL,3517.1 9,(15/2+),
39CL,3533.7 6,"(5/2+,7/2,9/2+)",< 0.14 ps
39CL,3533.7 6,"(5/2+,7/2,9/2+)",< 0.14 ps
39CL,4013 14,5/2+,
39CL,4.35E3 10,(5/2+),
39CL,4.63E+3 18,(5/2+),
39CL,5.18E3 18,(5/2+),
39CL,5.45E3 10,(5/2+),
39CL,5.70E3 15,(5/2+),
39CL,5.98E3 13,(5/2+),
39CL,7.6E3 15,(5/2+),
40CL,431.8 3,(1:3+),
40CL,431.8 3,(1:3+),
40CL,431.8 3,(1:3+),
40CL,889.5 4,1+,
40CL,2307.2 7,1+,
41CL,0,(1/2+),38.4 s 8
41CL,129.70 10,(3/2+),
41CL,891.44 22,(5/2+),
41CL,1445.1 5,(7/2+),
41CL,2210.3 4,(9/2+),
41CL,2451.3 10,(11/2+),
42CL,588.97 6,"(1-,2,3+)",
42CL,639.44 9,"(1-,2,3+)",
42CL,841.91 6,"(1-,2,3+)",
42CL,1025.82 23,"(1-,2,3+)",
42CL,1267.49 7,1+,
42CL,2123.31 8,1+,
42CL,2241.17 25,(1+),
42CL,3029.71 11,1+,
43CL,0,(1/2+),3.13 s 9
43CL,328 2,(3/2+),
43CL,943 5,(5/2+),
43CL,1668 6,(7/2+),
45CL,0,(1/2+),413 ms 25
45CL,127 6,(3/2+),
45CL,928 6,(5/2+),
30AR,0,0+,< 10 ps
30AR,700,(2+),
31AR,0,5/2+,14.4 ms 6
32AR,0,0+,98 ms 2
32AR,1867 8,2+,0.46 ps 12
33AR,0,1/2+,173.0 ms 20
33AR,1359 2,(3/2+),
33AR,1798 2,(5/2+),
33AR,2439 3,(3/2+),
33AR,3154 9,(3/2+),
33AR,3361 5,(5/2+),
33AR,3456 6,(7/2+),
33AR,3819 3,(5/2+),
34AR,0,0+,843.8 ms 4
34AR,2091.1 3,2+,319 fs 42
34AR,3287.7 5,2+,194 fs 35
34AR,3873 3,0+,> 187 fs
34AR,4967 4,0+,
34AR,5620 30,2+,
34AR,5909 12,0+,
34AR,6074 11,2+,
34AR,6525 9,2+,
34AR,7322 6,2+,
34AR,7499 4,(2+),
35AR,0,3/2+,1.7756 s 10
35AR,1184.03 25,1/2+,
35AR,1750.7 3,(5/2)+,
35AR,2603.1 5,7/2+,
35AR,2638.0 3,"3/2+,5/2+",
35AR,2638.0 3,"3/2+,5/2+",
35AR,2982.79 12,"3/2+,5/2+",
35AR,2982.79 12,"3/2+,5/2+",
35AR,3884 10,1/2+,
35AR,4065.0 4,"1/2+,3/2+,5/2+",
35AR,4065.0 4,"1/2+,3/2+,5/2+",
35AR,4065.0 4,"1/2+,3/2+,5/2+",
35AR,4528.2 4,"1/2+,3/2+,5/2+",
35AR,4528.2 4,"1/2+,3/2+,5/2+",
35AR,4528.2 4,"1/2+,3/2+,5/2+",
35AR,4725.9 6,1/2+,
35AR,4785.7 11,1/2+,
35AR,5113 10,"3/2+,5/2+",
35AR,5113 10,"3/2+,5/2+",
35AR,5484 10,"3/2+,5/2+",
35AR,5484 10,"3/2+,5/2+",
35AR,5572.66 15,3/2+,
35AR,5592 10,"3/2+,5/2+",
35AR,5592 10,"3/2+,5/2+",
35AR,6032 10,"3/2+,5/2+",
35AR,6032 10,"3/2+,5/2+",
35AR,6630 10,1/2+,
35AR,6826 10,"3/2+,5/2+",
35AR,6826 10,"3/2+,5/2+",
35AR,7050 10,"3/2+,5/2+",
35AR,7050 10,"3/2+,5/2+",
35AR,7504 10,"1/2+,3/2+,5/2+",
35AR,7504 10,"1/2+,3/2+,5/2+",
35AR,7504 10,"1/2+,3/2+,5/2+",
35AR,8395 20,"1/2+,3/2+,5/2+",
35AR,8395 20,"1/2+,3/2+,5/2+",
35AR,8395 20,"1/2+,3/2+,5/2+",
36AR,0,0+,STABLE
36AR,1970.38 5,2+,328 fs 20
36AR,4329.1 7,"(0,1,2)+",> 485 fs
36AR,4329.1 7,"(0,1,2)+",> 485 fs
36AR,4329.1 7,"(0,1,2)+",> 485 fs
36AR,4414.40 16,4+,76 fs 10
36AR,4440.11 19,2+,76 fs 14
36AR,4951.4 4,2+,< 35 fs
36AR,5194.4 8,"(0+,1+,2+,3-)",69 fs 21
36AR,5194.4 8,"(0+,1+,2+,3-)",69 fs 21
36AR,5194.4 8,"(0+,1+,2+,3-)",69 fs 21
36AR,5878 9,(2+),
36AR,6136.5 15,4+,
36AR,6356.0 6,4+,0.31 ps 10
36AR,6611.0 3,2+,15 fs 6
36AR,6645.6 15,"(2+,3+,4+)",
36AR,6645.6 15,"(2+,3+,4+)",
36AR,6645.6 15,"(2+,3+,4+)",
36AR,6731.0 5,"1+,2+",
36AR,6731.0 5,"1+,2+",
36AR,6866.9 7,"(1+,2+)",
36AR,6866.9 7,"(1+,2+)",
36AR,7136.5 9,"(1-,2+)",9 fs 3
36AR,7139.6 4,3+,69 fs 35
36AR,7178.9 4,"(1,2)+",
36AR,7178.9 4,"(1,2)+",
36AR,7336.6 6,3+,10 fs 5
36AR,7432.3 7,1+,1.5 fs 3
36AR,7710.3 5,1+,
36AR,7767.0 4,6+,76 fs 11
36AR,7971.4 7,"1+,2+",
36AR,7971.4 7,"1+,2+",
36AR,8131.9 6,1+,1.6 fs 4
36AR,8353 3,"(1-,2+,3-)",
36AR,8504 3,1+,30 fs 7
36AR,8556.3 10,2+,
36AR,8909.1 9,2+,
36AR,8938.8 5,"(2+,3,4-)",
36AR,9144.9 7,"(2+,3-)",
36AR,9186 4,(6+),
36AR,9192.1 11,"(3-,4+)",
36AR,9220.2 11,1+,
36AR,9270 40,(1+),
36AR,9356.0 8,2+,
36AR,9379.9 13,"(2+,3+,4+)",
36AR,9379.9 13,"(2+,3+,4+)",
36AR,9379.9 13,"(2+,3+,4+)",
36AR,9393.4 10,"(2+,3+,4+)",
36AR,9393.4 10,"(2+,3+,4+)",
36AR,9393.4 10,"(2+,3+,4+)",
36AR,9439.2 14,"(2+,3+,4+)",
36AR,9439.2 14,"(2+,3+,4+)",
36AR,9439.2 14,"(2+,3+,4+)",
36AR,9448.1 9,"1-,2+,3-",
36AR,9465.9 5,"1-,2+",
36AR,9509.6 6,"(2+,3+,4+)",
36AR,9509.6 6,"(2+,3+,4+)",
36AR,9509.6 6,"(2+,3+,4+)",
36AR,9550.3 5,(0+:4+),
36AR,9550.3 5,(0+:4+),
36AR,9595.4 7,2+,
36AR,9681.9 5,"4+,6+",
36AR,9681.9 5,"4+,6+",
36AR,9700 30,0+,
36AR,9703.2 14,"(1-,2+)",
36AR,9734.3 5,"1-,3-,4+",
36AR,9862.6 5,3+,
36AR,9878.6 5,"2+,3+",
36AR,9878.6 5,"2+,3+",
36AR,9902.1 5,4+,
36AR,9927.0 5,8+,27.4 fs 43
36AR,9956.9 5,"(1,2+)",
36AR,9983.2 5,"1+,(2+)",
36AR,9983.2 5,"1+,(2+)",
36AR,9991.9 16,"1-,2+",
